PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,MFA1,MFA2,MFA3,MFA4,MFA5,MFA6,MFA7,tSNE1,tSNE2,tSNE3
-1.338897127916827,0.5581028564286294,-1.0034185766625354,-0.15715562239333894,-0.2139083966178694,-0.2451788594535748,0.21375144553612493,-0.49556272922473604,0.0642408158908316,-0.05508273791316027,0.0031210248544870415,-0.1157460380413131,-0.22117619108365638,-0.43345130084516686,0.445619173863869,0.15311065870208845,0.02145558040775132,0.1842330692002609,-0.07641961259437655,-0.2699809486051309,0.1688957479018767,-1.4747198394496177,-0.9635777537712107,-1.4077958958557986,-0.0720038626511593,-0.33057452104010415,0.39328495313876405,-0.38952085006812476,-11.465013,4.2649674,-2.2306488
-1.4513712876871785,0.49464536384698116,-1.105950522860751,0.1673073311018656,-0.21268577923668647,-0.20396775498200348,0.23530991228306708,-0.38599276835028806,-0.3330091851997547,0.21268913105637083,0.25187366669161154,-0.1271384469859091,-0.18543711097638954,-0.1507214085221088,0.24748659100278877,-0.11202936761196065,-0.14921716184805192,-0.008209901891567912,-0.2040600252023819,-0.40546756674965356,-0.05882552517666073,-1.5480265590156082,-0.7477563357596626,-1.5924094927154537,-0.0166327688549215,-0.3801501103576556,0.3969967168598982,-0.3201130495393396,-11.555131,4.4457645,-1.5642682
-1.923337501891772,0.17802647722921316,-0.9403696431233567,0.250232374499673,-0.13493885750415996,-0.5428935716054166,0.2935643409634434,-0.4586012789195536,0.16338711847652973,-0.11192471544955036,0.016732196324662368,-0.2093818758467176,-0.1294607741335509,-0.0542999128037826,0.2627457576204825,0.20879628896396002,0.07202468293321934,0.12825794920200415,0.004946698257956357,-0.23782830312116188,-0.0776620451621766,-2.318998836276856,-0.24521395485695135,-1.3114197873831808,-0.18215810018337586,-0.20786318797236708,-0.04768598746574154,-0.33153970785016434,-11.604722,4.065012,-2.1968348
-0.38078179799759754,1.765143032836827,1.8254105829384102,-0.4468414204204789,-1.1326645937890096,0.6676068898480665,-1.6601048914641978,-0.48741567032273364,-0.22620808065181022,0.2511241871860995,0.15127048071721255,0.10470102159429728,-0.016194934422732895,-0.5157486639812876,-0.10703563488976861,-0.7155519946421797,0.023716925675291507,-0.12443928671134807,0.20597588162446526,-0.03503478496268339,-0.14883652996954758,-0.6962350250886116,-0.8343777953815836,2.1258949853793596,-1.6780399975469678,-0.3445428631281934,0.28098824393730437,-1.2916398333105015,10.773464,11.600897,9.889224
-0.15653783789205494,1.1859604164242628,1.9223036579725936,-0.7980803698381643,-1.2669712432729225,0.8726269565568796,-1.4708272876913906,-0.5969470095700306,0.0038439160452244546,0.09040971469989087,0.09869217997366449,0.37574736300081796,0.14627145081387294,-0.4735259978766053,-0.17136803381711324,-0.5659647081530679,0.14291468848781738,-0.20218461966604875,0.11548109733648013,0.15952503158180223,-0.21497190850042294,-0.4544092602930502,-0.4687861582192819,2.133338752846828,-2.2318595288692604,-0.09589097241896222,0.5846878151689369,-1.3882598210714754,10.994697,11.455973,10.017986
0.04068028765267401,0.7645395158252607,2.556581333216485,-0.4893616321732986,-0.9259769638850833,0.8470237353139273,-1.1973338675686627,-0.43321146606823807,0.05398335275186781,0.2746679118423847,0.1229275517593,0.21163166707430106,-0.18453892333974242,-0.2799248393745485,0.11022024541428078,-0.32116671333237423,-0.06069361055916215,-0.20232392830541038,0.10908639801859647,-0.13940493245774732,-0.1523528145934196,-0.9377284896570489,0.2898064147476571,3.011758323934757,-1.6815954968377007,-0.12195724753914602,1.013571495136882,-1.3164862390563719,11.562898,11.044233,10.421706
0.7441063146771462,1.1732322169090452,0.14571645566853628,-0.4074934910675761,0.3737142880885601,-0.045825921735413826,-0.1649211713221636,0.37232367464662736,0.1426049330464223,0.06502997041493168,-0.37653269438047343,0.6678917577101817,0.3230159396577227,-0.3034442200048739,-0.006131734655110968,0.09046766755179607,0.4348942948680166,0.30803261916080577,-0.15755930100570786,-0.08081816772446976,0.43914703923905307,0.6006307887430986,-1.6530539510951359,0.47835454134591315,0.49139633349389517,0.3447770497598823,-0.624971590784641,-0.4903275631089359,5.49766,14.108078,-2.7688994
0.5692551720640754,1.137207376190871,0.16430921661795278,-0.6602352488228364,0.16683160528310204,0.09012468633806651,0.13743474128225305,-0.036770439680730696,0.26695335110037377,0.31062508287561685,-0.07875574922151636,0.2395882748807663,0.0811177628822952,-0.3523848463609061,0.35417245555136634,0.37551969032088534,0.5540439168126716,0.2983120324395281,-0.2539744874668016,-0.404720337272127,0.8463862367833733,0.5436673946752292,-1.460481345566289,0.26267280379561814,0.5399774252408213,-0.13272293892680603,0.10686063056577208,-0.24738565606173749,4.628887,14.271281,-3.2049794
0.6934778588178168,0.9468352177662128,-0.1716815150993427,-0.308020466454147,0.05545898342059238,-0.105913524926262,0.2078607640745444,-0.39383238248329283,0.2895213839910177,0.14281545373782484,-0.004707773339061126,0.4536335580575823,0.1296445097189144,-0.5038141084282785,0.16575939364636405,0.23356364918512543,0.5246378670190427,0.4177183154643779,-0.2624548899063703,-0.2579658140229479,0.7693501899177337,0.7059230755045344,-1.5632565622299213,-0.008503631990989996,0.5341401892880603,-0.18102590196464224,-0.12274181844885716,-0.4475799026989742,4.654925,14.235805,-3.195313
1.6000973688223985,-1.4501065497615313,-0.23885773410253786,0.08996606987330188,-0.3877210637388853,-0.09110345240118549,0.20959890810580134,-0.26084419986294205,0.07175373633750559,0.0815548623280653,0.3909328369535637,0.21707745353133287,-0.3454054853777282,-0.22476896464339446,0.3133674222724037,0.22098202128613503,0.09572889083533076,-0.21065357020779896,-0.13502833374321252,-0.01358858048079143,0.07253714455910822,2.3846699168359207,1.2650236051075905,-0.5086872520112975,0.5193763447070116,-1.0321416076649372,0.6012651085244702,0.3798013665122326,9.263353,-11.522399,-1.6672195
1.1699802314106689,-1.5908940350924528,-0.015303966440057158,-0.052159589899185885,-0.059865650764148536,-0.1127228820970955,0.15798767509474734,-0.24472162750120502,0.09098369234292171,0.05504477744569105,0.1960401263274097,0.06699249712171647,-0.34821598093106887,-0.2703436261936294,0.4029866672124313,0.2554449167296729,-0.12181180065465669,-0.031541868464423764,-0.19735442928293284,-0.20433476615878132,0.17096246880807237,2.0356340676983793,1.692227506115949,-0.6498951880522015,1.0241250126411336,-0.7578910249027937,0.6803675782918521,0.33753912026608623,8.824008,-11.795266,-1.8556404
1.5562419474788676,-1.6231090219662394,-0.4998257588285106,0.16474689690501962,-0.29966664533388276,-0.2425473342161633,0.22021948222503632,-0.4559994717713944,0.373513050334544,0.08631613519162412,0.32569894976808594,0.3213538605424227,-0.2787340052028839,-0.2502108504108463,0.19028598688267517,-0.11760517321677576,-0.005087577963876763,-0.2336075150614098,-0.11600436700451551,-0.11136326256034829,0.08972146938612123,2.6945619031327146,1.364636437853595,-0.9896549380154915,0.7070716828392677,-0.959767160755491,0.7222373050900694,0.22402038605468974,9.557598,-10.9732685,-1.6745093
-0.6032568507123144,-2.511865623687528,0.5100467196439866,-1.0674085222685865,-0.5117757184954393,-0.07152255847796943,0.46967462697761797,0.2551669940987073,-0.2845634672269316,-0.3111225947976642,0.4008928080487692,0.0034278715744897924,0.019271823017752886,0.7252366304650824,0.6141312775502741,0.7952798207254212,-0.1504424101575995,0.28258191728948057,-0.23573165793239786,-0.06580239036702748,0.3053831685038376,-1.004955125777022,3.0544927408187252,0.49591949177241457,-1.7129468866669422,0.32687578822336605,0.053753386055912594,0.5764920735080603,-0.9919075,-21.19185,-6.308238
-0.3245275183419133,-2.296427010268585,0.2596416642369025,-0.9048685567268718,-0.2941512929569435,-0.3154264871751657,0.3027475717332955,0.09078398334493024,-0.15669510061552835,-0.3147551320408626,0.24685120071875113,0.06694682605729065,-0.07988656917152243,0.2491802577859084,0.4585208052871595,0.6578559778218636,-0.0898737920400615,0.039414046882121946,-0.23698665799866492,-0.13904313692350292,0.09030023892301514,-0.35025422893614516,2.6259512553110693,-0.21993142616334616,-0.9292756355483163,-0.24733483571257825,0.28430695376949655,0.2787232729672269,-1.4414717,-20.786957,-5.4211698
-0.4206718910028428,-2.390493440511759,0.32276201840851004,-1.0091937611505613,-0.32083567174053523,-0.09733967379317704,0.3077254068141612,0.08163042445700788,-0.14316971512731744,-0.3789968506835093,0.4244024314861888,0.02923827056017476,-0.0983513234225215,0.26528831118357665,0.5246546421974589,0.5572995001456421,-0.2214152508288143,0.047460665055215616,-0.2006683289947396,-0.08662754042230486,0.2434150114075559,-0.6944501035050513,2.889336852956213,-0.12175647716360327,-1.610258249688556,0.10175970568201667,0.609908550532585,0.3864727674260454,-1.3472172,-20.623877,-5.4341598
